ktestWM inum.new-O0-out/Dev-out-0/devtest.ktest inum.new-O1-out/Dev-out-0/devtest.ktest inum.new-O2-out/Dev-out-0/devtest.ktest inum.new-O3-out/Dev-out-0/devtest.ktest inum.old-O0-out/Dev-out-0/devtest.ktest inum.old-O1-out/Dev-out-0/devtest.ktest inum.old-O2-out/Dev-out-0/devtest.ktest inum.old-O3-out/Dev-out-0/devtest.ktest links.new-O0-out/Dev-out-0/devtest.ktest links.new-O1-out/Dev-out-0/devtest.ktest links.new-O2-out/Dev-out-0/devtest.ktest links.new-O3-out/Dev-out-0/devtest.ktest links.old-O0-out/Dev-out-0/devtest.ktest links.old-O1-out/Dev-out-0/devtest.ktest links.old-O2-out/Dev-out-0/devtest.ktest links.old-O3-out/Dev-out-0/devtest.ktest regression.sh-out/Dev-out-0/devtest.ktest
find/543 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22554 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/592 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/239 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/238 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/549 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/548 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22552 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/593 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/590 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5530 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5531 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18305 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1491 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1490 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1493 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1492 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1495 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1494 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1497 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18307 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18300 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18301 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8308 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8309 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24793 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24794 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8304 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2524 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2525 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2526 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8305 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2520 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2522 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18308 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18309 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12588 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12589 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21582 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21580 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/24799 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12580 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12581 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12582 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12583 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12584 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12586 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12587 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16698 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16699 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16690 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16691 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16692 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16693 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16694 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16696 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16697 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18778 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21058 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3804 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3805 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21050 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21051 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21052 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21053 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21054 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3806 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21056 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21057 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19853 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19852 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19851 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19850 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12368 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12369 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19855 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12364 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12365 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12366 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12367 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12360 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12361 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12362 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/12363 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3802 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3387 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3386 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3385 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3775 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3380 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7541 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7540 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7543 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7542 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7545 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7544 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7547 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7546 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7549 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7548 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13189 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13188 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6232 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3655 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3654 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3657 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3656 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3650 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3653 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3652 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3659 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3658 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7765 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7764 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7767 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7094 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7761 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7760 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7763 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7762 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6154 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7769 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7584 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10061 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10060 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10063 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10062 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10065 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10064 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10067 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10066 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10069 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/10068 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3734 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3735 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3732 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3733 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3730 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/3731 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/840 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/841 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/842 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/843 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/844 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/845 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/846 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/847 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/848 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/849 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19784 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6156 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20093 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20092 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20090 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20097 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20096 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20727 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20094 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20729 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20728 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20099 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19780 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6384 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6385 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6386 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6387 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6380 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6381 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6382 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6383 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6389 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25115 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25114 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25117 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25116 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25111 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25110 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25113 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6572 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/19788 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25119 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25118 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20545 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20544 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20547 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20546 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20541 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20540 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20543 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20542 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20549 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20548 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16516 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2061 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2060 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2063 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2062 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2065 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2064 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2067 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2066 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2069 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/2068 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16514 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11666 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11660 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11661 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6960 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6961 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6962 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6963 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6964 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6965 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6966 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6967 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6968 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/6969 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/11663 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23159 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16430 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18788 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18789 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16948 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23158 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1
find/15989 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16949 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16431 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20898 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20893 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20784 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20891 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20890 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20897 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20896 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20895 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/20894 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23018 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23019 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18838 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23012 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23013 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23010 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18839 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23016 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23017 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23014 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23015 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18836 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18837 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18834 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18408 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/22498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18403 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18402 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18400 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18407 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18406 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16433 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18404 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1262 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1263 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1260 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1261 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1266 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1267 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1264 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1265 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13406 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1268 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1269 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13407 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/23415 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13404 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13405 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1500 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9910 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9911 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9912 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5926 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9914 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9915 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9916 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9917 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9918 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/9919 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/5929 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/5928 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
find/17898 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13157 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18669 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/18668 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13150 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/16435 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17892 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17895 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/8234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/17897 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/13151 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1006 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1007 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1004 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1005 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1002 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1003 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1001 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/13153 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1009 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
find/1481 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21568 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7958 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7959 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7957 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7954 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7955 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7952 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7953 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7950 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/7951 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/25152 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1486 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/1505 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21267 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21266 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21265 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21264 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21263 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
find/21262 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
